province_name,city_name,county_name,area_code,post_code
辽宁省,抚顺市,顺城区,024,113006
辽宁省,抚顺市,新抚区,024,113008
辽宁省,抚顺市,东洲区,024,113003
辽宁省,抚顺市,望花区,024,113001
辽宁省,抚顺市,抚顺县,024,113006
辽宁省,抚顺市,新宾满族自治县,024,113200
辽宁省,抚顺市,清原满族自治县,024,113300
辽宁省,本溪市,,024,117000
辽宁省,本溪市,平山区,024,117000
辽宁省,本溪市,溪湖区,024,117002
辽宁省,本溪市,明山区,024,117020
辽宁省,本溪市,南芬区,024,117014
辽宁省,本溪市,本溪满族自治县,024,117100
辽宁省,本溪市,桓仁满族自治县,024,117200
辽宁省,丹东市,,0415,118000
辽宁省,丹东市,振兴区,0415,118002
辽宁省,丹东市,元宝区,0415,118000
辽宁省,丹东市,振安区,0415,118001
辽宁省,丹东市,东港市,0415,118300
辽宁省,丹东市,凤城市,0415,118100
辽宁省,丹东市,宽甸满族自治县,0415,118200
辽宁省,锦州市,,0416,121000
辽宁省,锦州市,太和区,0416,121012
辽宁省,锦州市,古塔区,0416,121004
辽宁省,锦州市,凌河区,0416,121000
辽宁省,锦州市,凌海市,0416,121200
辽宁省,锦州市,北镇市,0416,121300
辽宁省,锦州市,黑山县,0416,121400
辽宁省,锦州市,义县,0416,121100
辽宁省,营口市,,0417,115003
辽宁省,营口市,站前区,0417,115002
辽宁省,营口市,西市区,0417,115004
辽宁省,营口市,鲅鱼圈区,0417,115007
辽宁省,营口市,老边区,0417,115005
辽宁省,营口市,盖州市,0417,115200
辽宁省,营口市,大石桥市,0417,115100
辽宁省,阜新市,,0418,123000
辽宁省,阜新市,细河区,0418,123000
辽宁省,阜新市,海州区,0418,123000
辽宁省,阜新市,新邱区,0418,123005
辽宁省,阜新市,太平区,0418,123003
辽宁省,阜新市,清河门区,0418,123006
辽宁省,阜新市,彰武县,0418,123200
辽宁省,阜新市,阜新蒙古族自治县,0418,123100
辽宁省,辽阳市,,0419,111000
辽宁省,辽阳市,白塔区,0419,111000
辽宁省,辽阳市,文圣区,0419,111000
辽宁省,辽阳市,宏伟区,0419,111003
辽宁省,辽阳市,弓长岭区,0419,111008
辽宁省,辽阳市,太子河区,0419,111000
辽宁省,辽阳市,灯塔市,0419,111300
辽宁省,辽阳市,辽阳县,0419,111200
辽宁省,盘锦市,,0427,124010
辽宁省,盘锦市,兴隆台区,0427,124010
辽宁省,盘锦市,双台子区,0427,124000
辽宁省,盘锦市,大洼区,0427,124200
辽宁省,盘锦市,盘山县,0427,124107
辽宁省,铁岭市,,024,112000
辽宁省,铁岭市,银州区,024,112000
辽宁省,铁岭市,清河区,024,112003
辽宁省,铁岭市,调兵山市,024,112700
辽宁省,铁岭市,开原市,024,112300
辽宁省,铁岭市,铁岭县,024,112000
辽宁省,铁岭市,西丰县,024,112400
辽宁省,铁岭市,昌图县,024,112500
辽宁省,朝阳市,,0421,122000
辽宁省,朝阳市,双塔区,0421,122000
辽宁省,朝阳市,龙城区,0421,122000
辽宁省,朝阳市,北票市,0421,122100
辽宁省,朝阳市,凌源市,0421,122500
辽宁省,朝阳市,朝阳县,0421,122000
辽宁省,朝阳市,建平县,0421,122400
辽宁省,朝阳市,喀喇沁左翼蒙古族自治县,0421,122300
辽宁省,葫芦岛市,,0429,125000
辽宁省,葫芦岛市,龙港区,0429,125003
辽宁省,葫芦岛市,连山区,0429,125001
辽宁省,葫芦岛市,南票区,0429,125027
辽宁省,葫芦岛市,兴城市,0429,125100
辽宁省,葫芦岛市,绥中县,0429,125200
辽宁省,葫芦岛市,建昌县,0429,125300
吉林省,长春市,,0431,130022
吉林省,长春市,南关区,0431,130022
吉林省,长春市,宽城区,0431,130051
吉林省,长春市,朝阳区,0431,130012
吉林省,长春市,二道区,0431,130031
吉林省,长春市,绿园区,0431,130062
吉林省,长春市,双阳区,0431,130600
吉林省,长春市,九台区,0431,130500
吉林省,长春市,榆树市,0431,130400
吉林省,长春市,德惠市,0431,130300
吉林省,长春市,农安县,0431,130200
吉林省,吉林市,,0432,132011
吉林省,吉林市,船营区,0432,132011
吉林省,吉林市,昌邑区,0432,132002
吉林省,吉林市,龙潭区,0432,132021
吉林省,吉林市,丰满区,0432,132013
吉林省,吉林市,蛟河市,0432,132500
吉林省,吉林市,桦甸市,0432,132400
吉林省,吉林市,舒兰市,0432,132600
吉林省,吉林市,磐石市,0432,132300
吉林省,吉林市,永吉县,0432,132200
吉林省,四平市,,0434,136000
吉林省,四平市,铁西区,0434,136000
吉林省,四平市,铁东区,0434,136001
吉林省,四平市,公主岭市,0434,136100
吉林省,四平市,双辽市,0434,136400
吉林省,四平市,梨树县,0434,136500
吉林省,四平市,伊通满族自治县,0434,130700
吉林省,辽源市,,0437,136200
吉林省,辽源市,龙山区,0437,136200
吉林省,辽源市,西安区,0437,136201
吉林省,辽源市,东丰县,0437,136300
吉林省,辽源市,东辽县,0437,136600
吉林省,通化市,,0435,134001
吉林省,通化市,东昌区,0435,134001
吉林省,通化市,二道江区,0435,134003
吉林省,通化市,梅河口市,0435,135000
吉林省,通化市,集安市,0435,134200
吉林省,通化市,通化县,0435,134100
吉林省,通化市,辉南县,0435,135100
吉林省,通化市,柳河县,0435,135300
吉林省,白山市,,0439,134300
吉林省,白山市,浑江区,0439,134300
吉林省,白山市,江源区,0439,134700
吉林省,白山市,临江市,0439,134600
吉林省,白山市,抚松县,0439,134500
吉林省,白山市,靖宇县,0439,135200
吉林省,白山市,长白朝鲜族自治县,0439,134400
吉林省,松原市,,0438,138000
吉林省,松原市,宁江区,0438,138000
吉林省,松原市,扶余市,0438,131200
吉林省,松原市,长岭县,0438,131500
吉林省,松原市,乾安县,0438,131400
吉林省,松原市,前郭尔罗斯蒙古族自治县,0438,138000
吉林省,白城市,,0436,137000
吉林省,白城市,洮北区,0436,137000
吉林省,白城市,洮南市,0436,137100
吉林省,白城市,大安市,0436,131300
吉林省,白城市,镇赉县,0436,137300
吉林省,白城市,通榆县,0436,137200
吉林省,延边朝鲜族自治州,,0433,133000
吉林省,延边朝鲜族自治州,延吉市,0433,133000
吉林省,延边朝鲜族自治州,图们市,0433,133100
吉林省,延边朝鲜族自治州,敦化市,0433,133700
